Date of Measurement,Device Model,Operating System Version,Task Type,Brightness Level (%),Battery Life (hours:minutes),Battery Health (%),Device Temperature (°C),CPU Utilization (%),Memory Usage (% RAM)
2025-05-02,Surface Pro 9,Android 13,Gaming,71.19789988340804,4:42,93.70480501712278,39.64173263182368,55.81278823621556,55.8975245372756
2025-04-23,Dell XPS 13,Android 14,Video Editing,79.02281880458403,6:53,83.2882594880529,54.82813443742917,59.952044703089165,43.14148749868265
2025-04-11,iPhone 15 Pro,ios 17.4,Idle,35.38789898374882,6:36,97.55645682774926,45.86527860131466,45.36745304573906,49.318286113450434
2025-05-04,Lenovo Yoga 9i,Android 14,Gaming,26.156899602005502,7:27,90.82002290267583,56.28105002639134,7.3629375006330635,67.3446738532753
2025-04-07,iPhone 15 Pro,iPadOS 17.4,Streaming,99.35177654256323,3:57,91.84216743190402,40.815987121330146,81.14774672818046,63.62991375205528
2025-05-09,Lenovo Yoga 9i,Windows 11 23H2,Idle,41.470930899556826,6:36,96.02169963753221,36.06969396774816,20.028042058585,51.49109689074595
2025-04-30,Dell XPS 13,ios 17.4,Gaming,101.33222311176841,7:06,93.13113605523694,54.912924571749436,60.13809706133771,81.0434672421478
2025-04-24,Pixel 7,ios 17.4,Video Editing,106.45609374455698,10:45,96.45496640753645,42.03789834672195,35.556906649054326,71.11920013306248
2025-04-25,Pixel 7,Android 13,Video Editing,52.85620979737703,2:29,93.73205827964227,41.40179350576614,73.59367502802876,41.08827686805575
2025-05-08,Galaxy Tab S8,macOS 13.3.1,Gaming,67.84918070132704,5:34,92.72310988582541,47.76233335899824,13.097091076700583,68.59084340559447
2025-05-01,Galaxy S22,macOS 13.3.1,Gaming,33.11938353057703,3:36,93.72574866645814,48.02446582398259,82.77698183231773,42.66821150234178
2025-05-10,Dell XPS 13,macOS 13.3.1,Idle,52.18351544606416,3:41,91.38868606358545,49.254214034572904,33.31821463923367,34.16563878635847
2025-04-06,Galaxy S22,iPadOS 17.4,Coding,83.89694140638412,3:31,83.38496145236263,44.59572761406989,62.30526001507007,52.91999926275923
2025-04-19,"MacBook Pro 14""",macOS 13.3.1,Idle,74.26166152004734,9:47,101.63127200472861,44.65848816145841,38.839582946507605,31.560656390088877
2025-04-25,Galaxy Tab S8,Android 13,Gaming,39.69483895206754,3:19,99.98484025342007,48.328543478958906,36.19556822077405,55.127254671077374
2025-05-08,Galaxy Tab S8,macOS 13.3.1,Gaming,66.69823606473844,5:34,101.85061031128689,60.33042065313954,12.248527549003539,59.251298103386446
2025-04-17,Dell XPS 13,iPadOS 17.4,Idle,46.99051383726293,4:06,87.71919554228893,38.575021982839246,70.24099035539925,49.402222228757935
2025-05-18,Lenovo Yoga 9i,Windows 11 23H2,Idle,40.55257890943139,6:36,89.17892854752571,41.41556728479396,13.523899266818002,45.79412512483356
2025-04-22,Surface Pro 9,macOS 13.3.1,Idle,55.33653743573489,7:28,101.93315183959918,37.17448074609671,58.276678542627,49.699249672987754
2025-04-30,Dell XPS 13,ios 17.4,Gaming,99.51869101811216,7:06,88.71064419392198,47.24883989602455,59.08400963337057,74.31370025665925
2025-04-12,Galaxy Tab S8,Android 13,Gaming,30.90557315169562,3:19,91.1186633385566,49.22828820998467,33.43262894982493,61.029902609801944
2025-05-05,Dell XPS 13,Android 13,Coding,53.03551839835264,8:47,92.28337675940185,44.50136131475233,83.90416835902678,27.710330092197896
2025-04-30,Dell XPS 13,iPadOS 17.4,Coding,106.55305581252954,10:56,98.65314320850479,59.71004888971969,25.98467810449546,51.36869592688387
2025-04-28,Galaxy Tab S8,Windows 11 23H2,Streaming,54.92015581689324,4:15,83.9853774837525,42.32281205566163,62.29300382295246,57.36636468718686
2025-05-02,Galaxy S22,iPadOS 17.4,Coding,81.34945918964182,3:31,86.87312334003555,38.965659935090976,56.92533773353746,43.174873845433666
2025-05-27,Pixel 7,Android 13,Idle,61.850626473319444,8:03,87.1002051661527,42.2971863725444,18.178133081818753,40.87780641440774
2025-05-06,Dell XPS 13,Android 13,Coding,55.182691689289385,8:47,93.93669085130469,40.878548547408585,81.74836271784878,15.09484473277568
2025-04-23,iPad Air 5,Android 13,Gaming,64.39693796611378,3:48,83.95089230869984,53.085137531593304,28.667377671097864,63.832003124110365
2025-04-17,iPhone 15 Pro,Android 13,Gaming,84.17761077467537,3:51,92.29361788887182,36.14604855906448,62.726018331866435,19.482615047299
2025-05-17,iPhone 15 Pro,Windows 11 23H2,Gaming,93.52536432795802,10:38,87.50209429494755,40.70159365115305,40.9820884275164,75.20726386699359
2025-05-17,Galaxy S22,macOS 13.3.1,Streaming,96.0508417718916,10:35,84.72013733916526,50.99569744810909,55.12866343903946,65.8313887825005
2025-04-28,Galaxy S22,Windows 11 23H2,Streaming,54.318631066606216,2:21,95.28766035720743,52.01947119587821,59.6551693911918,61.34480363380639
2025-04-11,Lenovo Yoga 9i,iPadOS 17.4,Gaming,82.4628991488857,8:36,93.71872392525387,45.0741702916845,34.5087227952255,75.87559467279338
2025-05-24,Galaxy S22,macOS 13.3.1,Gaming,34.64424640770737,3:36,81.3352536578027,36.7011620464912,74.99694508499947,51.81548058548932
2025-05-07,Galaxy Tab S8,ios 17.4,Idle,28.198620062531077,9:21,80.5936197167553,54.31628780904253,17.904194784928364,43.860808529982684
2025-05-13,HP Spectre x360,iPadOS 17.4,Coding,82.13535959421985,6:37,107.59253738194329,36.43514397330903,1.013478768841047,47.539110170847565
2025-05-15,iPhone 15 Pro,Android 13,Idle,66.8187072551842,8:35,93.56185603802322,38.596721971955276,52.917865277371625,39.59265169745117
2025-04-29,Pixel 7,ios 17.4,Coding,27.306994634028726,2:15,85.94668929307421,41.05365789284072,38.806958256630466,77.48146259133075
2025-05-06,Surface Pro 9,iPadOS 17.4,Video Editing,46.73097498276511,3:20,102.89019129737095,29.80759823679478,88.76912399108711,46.12939763881902
2025-05-20,Dell XPS 13,Windows 11 23H2,Coding,82.07398168861074,9:11,87.0677672904776,46.6567132983253,96.6824849196466,73.86608964309711
2025-04-28,iPhone 15 Pro,Android 13,Idle,57.643392299957014,8:35,93.40940574737587,47.68674694643542,44.80228305153467,24.709334632128993
2025-04-12,Surface Pro 9,macOS 13.3.1,Idle,97.18297427088768,4:17,104.51355427572898,40.6178660282677,64.35192217963949,73.43112328214022
2025-05-11,"MacBook Pro 14""",macOS 13.3.1,Idle,39.82298734758212,8:44,98.78462600705211,45.312511266936994,11.961180863989487,81.5727797411874
2025-04-30,Pixel 7,ios 17.4,Streaming,33.280002414683324,5:54,98.69586158410073,42.14381312167026,44.05178517505486,76.74873568812745
2025-05-09,Galaxy S22,Windows 11 23H2,Streaming,70.40750348238062,2:21,86.0984842651154,52.26572371864092,57.55294889845816,71.3577987701208
2025-05-16,Galaxy Tab S8,Windows 11 23H2,Streaming,57.645941498319196,4:15,89.13219656509777,39.0286566267821,70.19189993766115,52.46517009082387
2025-05-13,Pixel 7,ios 17.4,Streaming,86.78043415848799,5:19,88.32825881173498,33.47262198491509,43.15728215279273,68.81968125661747
2025-04-09,"MacBook Pro 14""",ios 17.4,Gaming,81.7792008100152,4:15,94.06439468961412,40.00620674143166,17.013161699113212,28.90785076971454
2025-04-25,Lenovo Yoga 9i,iPadOS 17.4,Streaming,40.24022893736639,10:59,86.06282154214865,44.28432313215081,49.19478386355648,77.86093336986919
2025-04-23,Galaxy S22,macOS 13.3.1,Streaming,93.17990824974535,2:30,99.7930711926381,43.157896156682774,69.16399582999148,68.37023392513838
2025-05-06,Surface Pro 9,Windows 11 23H2,Video Editing,86.14514513265553,4:46,102.46028348875238,54.957744935167476,61.33948254314216,31.03381117913143
2025-05-18,Surface Pro 9,iPadOS 17.4,Video Editing,44.026020793123394,3:20,84.35635173658359,35.1993631064277,76.55614705623061,54.29731413964355
2025-04-25,Lenovo Yoga 9i,iPadOS 17.4,Gaming,90.9582455484373,8:36,95.35489513966829,46.09222737971755,40.448200190231155,86.09845529264446
2025-05-04,Surface Pro 9,Windows 11 23H2,Video Editing,86.23343253387785,4:46,93.79736061448163,44.22326211517508,43.29910294328827,33.72195470663272
2025-04-17,Pixel 7,Android 13,Video Editing,51.526157161660635,2:29,93.5098171739052,35.615140287142935,70.61547014108272,43.15769444626435
2025-05-17,Pixel 7,iPadOS 17.4,Streaming,33.93207372613586,3:50,88.34719863912271,52.01765074722992,41.02161276360221,34.16772580139587
2025-05-01,Pixel 7,Android 13,Gaming,18.546143139204705,2:35,94.45454231028143,43.79017169026651,70.21612976638136,81.02930713078811
2025-04-11,Galaxy Tab S8,Android 13,Gaming,48.97230585991476,9:31,103.04941270915552,52.79323421899172,96.79176905774291,68.30352772052798
2025-04-20,iPhone 15 Pro,Android 13,Video Editing,63.86057962292744,4:55,81.96951339321326,32.83872562465169,81.84244026049386,54.99392854003791
2025-05-02,Lenovo Yoga 9i,Windows 11 23H2,Idle,44.021539711348645,6:36,91.5262263692327,44.53968350127523,13.73741059502827,53.219237348902496
2025-04-12,HP Spectre x360,Android 14,Coding,35.12092889820335,6:39,99.12850208536697,50.64683381619073,69.31297726060386,41.711110060795825
2025-05-02,Surface Pro 9,macOS 13.3.1,Idle,98.82077698003917,4:17,98.62684627146415,33.82503070806122,60.62873190068038,66.24471579226608
2025-04-27,Lenovo Yoga 9i,Android 14,Gaming,42.186429969010334,7:27,92.2051386034911,49.87573587804264,7.46425708290036,61.37261909257807
2025-04-20,iPhone 15 Pro,iPadOS 17.4,Idle,94.44538546971177,3:03,92.4912189777615,44.2323919951321,80.7633506548206,26.03901278837683
2025-05-20,iPhone 15 Pro,Android 13,Idle,66.24749404065585,8:35,86.08472222552885,47.26370667586467,53.97897473188132,38.34938296174619
2025-04-11,Galaxy S22,Windows 11 23H2,Video Editing,47.59285080669803,2:44,82.21101327622326,41.12095961650973,41.97494459405897,58.2334385585407
2025-05-22,"MacBook Pro 14""",ios 17.4,Streaming,58.03345055736233,6:55,89.89783606550414,35.26059052728817,16.535393284924186,78.02206329074912
2025-05-06,iPhone 15 Pro,Android 13,Idle,67.15902968497328,8:35,75.52106618723957,46.68896721800232,43.997862356209424,33.56807789375466
2025-04-11,iPad Air 5,iPadOS 17.4,Streaming,80.15974948704607,9:46,100.85315781533069,28.52917986198756,65.61654943270938,26.43998324988105
2025-04-25,Galaxy S22,Windows 11 23H2,Video Editing,43.127799120015936,2:44,82.59077139757578,39.67719918574219,48.673655203572096,61.50268833259892
2025-04-13,iPad Air 5,macOS 13.3.1,Video Editing,79.9269144517905,2:52,90.34879177853108,43.97329235650513,63.522867470586164,49.21163169736081
2025-04-14,Dell XPS 13,ios 17.4,Idle,68.3678563832885,3:27,99.33611300608275,46.09831314114315,74.20599021117403,87.7619727074308
2025-05-10,Surface Pro 9,iPadOS 17.4,Video Editing,44.05327782737984,3:20,99.81383336639446,30.941499840698704,82.8617614735431,53.210600454136426
2025-04-22,Galaxy S22,iPadOS 17.4,Idle,79.43920400406907,7:36,97.22015896204081,48.53891633348749,18.1952331211279,33.1399726319583
2025-05-26,"MacBook Pro 14""",Windows 11 23H2,Video Editing,99.65739917571398,3:49,95.99533974171186,49.25953118800817,79.65524181177598,34.96411915690582
2025-04-23,Lenovo Yoga 9i,iPadOS 17.4,Streaming,43.57293240083372,10:59,95.59240275829012,40.94135769753311,45.79484890574342,66.72008654812312
2025-04-18,"MacBook Pro 14""",macOS 13.3.1,Idle,74.10328655651325,9:47,95.31007345996022,44.95889587931778,47.169431987144,30.220635866053545
2025-04-17,Dell XPS 13,macOS 13.3.1,Coding,28.105097807467256,4:31,82.85825146194102,50.54397444681906,37.60981167121075,71.31428136827155
2025-05-03,Dell XPS 13,Android 14,Video Editing,84.68215935498232,6:53,79.25005482169527,53.92156480227424,50.441002829608806,45.341498278111146
2025-04-24,iPhone 15 Pro,Android 14,Video Editing,77.2954521228041,9:59,84.92150001562126,50.85308341195525,51.96350046995552,28.71812245230957
2025-05-02,iPad Air 5,Windows 11 23H2,Streaming,94.74167435739491,9:26,87.75956054502288,50.96930181399604,92.93540951379993,39.28723262097817
2025-04-26,Dell XPS 13,Windows 11 23H2,Coding,78.53980006531371,9:11,82.8591976478989,37.201760693910465,91.73117816449158,75.82582445921672
2025-04-28,HP Spectre x360,Android 14,Coding,27.918675063408273,6:39,98.7573845498525,42.8620976594681,62.131848976863964,47.994319804963105
2025-05-03,Galaxy S22,iPadOS 17.4,Idle,73.90844731941218,7:36,106.7146406939466,36.29662167268485,32.290719956679794,20.822733221396312
2025-04-06,Dell XPS 13,ios 17.4,Idle,66.33932352896535,3:27,90.53857383334424,50.7102303806426,76.88676085990909,83.50155203636963
2025-04-11,"MacBook Pro 14""",ios 17.4,Gaming,70.41673448422989,4:15,79.6007844904541,27.322244608651438,8.911180189174932,23.965627706959026
2025-05-06,"MacBook Pro 14""",Windows 11 23H2,Idle,95.90967102570913,5:04,80.64385527294687,54.056930019951785,84.80101179106666,47.386730304290786
2025-04-15,Lenovo Yoga 9i,iPadOS 17.4,Gaming,79.39236447701236,8:36,99.13480566075808,35.923136169798404,30.257752002196266,73.49904861832532
2025-04-04,"MacBook Pro 14""",ios 17.4,Gaming,67.58647247256907,4:15,94.1250038624721,43.13844233639421,9.611432233055996,28.2367400017397
2025-05-12,Galaxy Tab S8,Windows 11 23H2,Streaming,48.58697025242832,4:15,88.58215853245468,26.439360032473637,58.13405291197466,58.32443795027342
2025-04-25,Pixel 7,Android 13,Idle,81.98170826443712,2:08,85.29423378809855,48.23933408000267,82.48869713352636,64.48145910592679
2025-04-09,Dell XPS 13,ios 17.4,Coding,56.24938090749977,2:43,86.69846720594505,45.897569912059424,39.39308400760142,19.59958167016172
2025-05-05,Dell XPS 13,iPadOS 17.4,Video Editing,36.326550883492104,5:16,104.06448910228977,54.36837195094574,44.88539616284959,80.06842033985703
2025-04-26,"MacBook Pro 14""",macOS 13.3.1,Idle,81.99005772505821,9:47,88.75708727541091,49.55272319223058,52.13314310878018,36.21761825467756
2025-05-02,iPad Air 5,iPadOS 17.4,Video Editing,69.42427827392545,8:53,105.63801718408077,33.811314120561455,63.955803059785026,52.56363997473038
2025-05-17,Pixel 7,Android 13,Idle,59.66140453077813,8:03,85.95971527832394,34.83800270050307,17.775818675374516,31.978688712716096
2025-04-30,HP Spectre x360,macOS 13.3.1,Coding,49.23092437080566,4:37,76.89585847988671,49.95749958122613,64.49464883183454,22.478446884082697
2025-05-23,"MacBook Pro 14""",ios 17.4,Streaming,53.925406211807946,6:55,81.40184482315334,34.16177100200007,11.680738174070184,71.34261082107864
2025-04-26,HP Spectre x360,macOS 13.3.1,Gaming,59.71923470408849,8:03,92.83928016062936,35.71833078310354,64.49550265037067,63.082126309928
2025-05-23,iPad Air 5,Android 13,Idle,29.382779902235434,2:32,99.03652706010332,58.7746285331048,29.063657486230504,58.35726147109248
2025-05-14,Pixel 7,Windows 11 23H2,Gaming,26.105347493539764,4:08,95.31178399948348,35.7538616699821,73.62521983377529,72.53092915305686
2025-04-24,Pixel 7,iPadOS 17.4,Streaming,24.390040599738466,3:50,98.5946570251023,47.887885660184814,52.180951563129895,32.651867488614165
2025-05-04,Dell XPS 13,Android 14,Video Editing,80.2669091000188,6:53,88.8275108196626,57.16865626539777,54.16313143354936,50.31647119602847
2025-04-30,Surface Pro 9,Windows 11 23H2,Video Editing,90.28387824958843,4:46,101.21326397341376,48.178548776129986,48.91873526088162,29.412991054048852
2025-04-23,iPad Air 5,ios 17.4,Gaming,86.0855117450391,4:51,86.50971427249176,50.22519880151322,68.1938532707184,64.52021675885368
2025-04-30,Galaxy Tab S8,Android 13,Gaming,42.07076461743652,9:31,94.3591933981673,43.82521715405851,93.9658897138847,72.20804558986558
2025-04-24,iPhone 15 Pro,Windows 11 23H2,Video Editing,25.30472309839425,7:12,91.75580658193638,44.447857287158385,20.46376788810839,78.8611913931253
2025-04-15,Surface Pro 9,macOS 13.3.1,Idle,87.14952746719513,4:17,99.86902792356837,33.67000288193405,66.00695345557422,67.21987882125012
2025-04-05,Pixel 7,macOS 13.3.1,Streaming,56.884574981485926,2:38,100.74059815497405,43.29090329350793,65.61181883573087,80.15081094557523
2025-05-17,"MacBook Pro 14""",Android 13,Gaming,75.45355905391665,2:36,77.99194333267954,48.7749373114913,51.369609005120296,38.84711084985402
2025-05-05,Dell XPS 13,Windows 11 23H2,Gaming,100.4721342652425,3:58,95.64127024088332,36.691170501163896,65.39468830092027,62.03121346531615
2025-04-19,"MacBook Pro 14""",Windows 11 23H2,Idle,94.19041766063238,5:04,79.90162921517451,58.83178457267168,81.21558827069506,51.088404327599015
2025-05-05,Pixel 7,iPadOS 17.4,Streaming,28.48897622163954,3:50,82.81315918843063,49.96056576484681,46.81403548834351,23.30173018398537
2025-04-24,HP Spectre x360,macOS 13.3.1,Video Editing,88.53383950757079,9:44,86.36929151826939,58.64841547415814,82.21524266535789,37.85895108963464
2025-05-17,"MacBook Pro 14""",macOS 13.3.1,Idle,42.869664209502304,8:44,85.04196291283009,40.7606976815414,17.69514127925413,72.23098513680402
2025-04-22,Galaxy S22,iPadOS 17.4,Coding,95.27928639451247,3:31,82.54422476760175,42.04746300648279,58.36391860853774,33.48023498225271
2025-05-09,Galaxy Tab S8,Windows 11 23H2,Streaming,65.7187693950754,5:52,88.44103059338306,44.26760484080034,54.12635318464045,63.676289792951486
2025-04-30,Dell XPS 13,ios 17.4,Coding,46.26639649373873,2:43,81.74492622764014,54.62236757512566,54.22773459136014,29.130002437150672
2025-05-15,iPhone 15 Pro,iPadOS 17.4,Idle,76.56757318165313,3:59,88.00258477218495,34.18669170361347,33.0634104856227,83.12565330460991
2025-04-30,Pixel 7,Android 13,Idle,50.13152495555964,8:03,92.54516148969006,34.5545888036123,19.342892872396494,34.89320770378946
2025-04-27,"MacBook Pro 14""",ios 17.4,Streaming,60.0048311571576,6:55,87.9924559959354,53.10543891688361,13.862142912683636,72.42812300908874
2025-04-17,Galaxy S22,Windows 11 23H2,Gaming,66.29214541098085,7:59,98.04883596641054,43.953352369681035,50.69681338876774,45.96814508174895
2025-04-28,Dell XPS 13,ios 17.4,Coding,69.8758892020955,9:57,75.51511629476984,40.82888060259128,70.76890918249023,42.50411924732591
2025-05-03,Pixel 7,ios 17.4,Streaming,94.0905506481173,5:14,81.77855237483331,43.608512710007844,59.55301724543908,47.03955277317225
2025-04-20,Galaxy Tab S8,macOS 13.3.1,Gaming,65.95671011915984,5:34,104.52770536377415,56.275618299322886,15.678996917742396,68.55950308556862
2025-04-16,HP Spectre x360,Android 14,Coding,28.081160984530857,6:39,105.56445880862182,51.29282903801265,68.46827688335513,40.24494321403202
2025-04-11,HP Spectre x360,iPadOS 17.4,Coding,97.71059690866363,4:44,98.75036148328232,54.34625040000334,24.665067740729263,31.52499872146877
2025-05-06,Galaxy S22,macOS 13.3.1,Streaming,99.72324707768608,10:35,81.7427115397628,53.17181857244705,71.69205889833528,63.441175024300286
2025-05-01,iPad Air 5,Android 13,Idle,20.664295953292598,2:32,99.03663769298133,52.82552037971767,38.670447881065556,55.89904473841572
2025-04-25,Dell XPS 13,Android 14,Video Editing,75.86808436479515,6:53,90.27866074657364,54.49501639435467,50.165727682177575,38.369394980827636
2025-05-24,"MacBook Pro 14""",Windows 11 23H2,Video Editing,101.44759710609914,3:49,91.84462536582281,34.94611435915961,81.15128530576516,39.58708499786049
2025-04-13,Dell XPS 13,Android 13,Coding,57.361175531131586,8:47,95.77019119093887,45.347478033593696,80.39557280750815,20.76752475364383
2025-04-18,iPad Air 5,iPadOS 17.4,Streaming,75.47551829369463,9:46,93.97700705120474,46.56469696372528,61.36188313959226,25.861934848662163
2025-04-26,Galaxy S22,Android 13,Idle,51.224153649579286,10:45,93.47684253843057,42.205163589496,45.72094873985246,59.878830245146894
2025-04-20,Dell XPS 13,ios 17.4,Idle,75.27988917890386,3:27,99.8213565743535,52.012448423218025,71.50364454807705,74.96906735809875
2025-04-18,Dell XPS 13,ios 17.4,Coding,77.25783366134202,9:57,80.93481838166278,40.095076040434655,75.45598268566275,50.74300259318031
2025-04-26,iPad Air 5,ios 17.4,Gaming,72.53132912151037,4:51,89.21859277498002,49.461470594399636,74.80741747056199,51.141644850505365
2025-05-12,iPhone 15 Pro,Android 13,Gaming,93.47899635217033,3:51,80.89446281387647,42.86948536987863,66.82401541559506,20.70824480364306
2025-04-29,Galaxy S22,macOS 13.3.1,Streaming,95.4668123981352,2:30,94.95099547825112,47.26147923949353,68.14473169706324,62.27434775246833
2025-05-04,"MacBook Pro 14""",ios 17.4,Streaming,59.20469135407011,6:55,83.18692420872677,40.81620067306003,15.72500279179383,79.75077956922483
2025-04-27,Galaxy Tab S8,Android 13,Gaming,47.32608631581349,9:31,90.30867336976465,43.798764048488366,91.33326540839913,59.58667206365803
2025-05-18,Galaxy S22,Android 13,Idle,59.19353513397438,10:45,97.97364773437859,47.24428534896351,26.7012349500137,61.68230014176997
2025-05-14,Pixel 7,iPadOS 17.4,Streaming,27.54171949768101,3:50,91.54515843095749,50.4595731754276,48.33340089259872,38.02509492054391
2025-04-30,"MacBook Pro 14""",Windows 11 23H2,Idle,23.391618897949503,9:24,95.5240712413316,37.36568652077021,17.018848711682526,87.15599544544828
2025-05-09,iPad Air 5,ios 17.4,Gaming,70.55949510280192,4:51,92.57484821563682,42.22487919490242,76.55930146897519,65.09434093835681
2025-04-17,Pixel 7,ios 17.4,Streaming,98.88901495298508,5:19,90.41966643346409,48.80763887651685,58.06490759111184,75.29674809557862
2025-04-13,HP Spectre x360,Android 14,Coding,32.904457267000026,6:39,97.58666027929044,45.679071720272276,64.44153866400136,42.566206918470385
2025-05-01,Galaxy S22,Windows 11 23H2,Gaming,80.62361585675923,7:59,91.91154887868483,41.072829408600164,52.54482439558047,43.621707080153385
2025-04-13,Galaxy S22,Windows 11 23H2,Video Editing,38.11861423925755,2:44,88.61949628456279,43.306465416079924,54.58208508331499,63.42543435459218
2025-04-21,iPhone 15 Pro,Windows 11 23H2,Video Editing,23.32188190137687,7:12,97.31180564180329,54.86005896557796,21.5505480667192,71.63500365976294
2025-04-28,Galaxy Tab S8,Android 13,Video Editing,82.18624125958846,3:41,98.692778828069,41.24965396438072,53.97255347610524,76.72868083921172
2025-05-06,HP Spectre x360,macOS 13.3.1,Coding,47.13159295115277,4:37,82.88215677245074,52.401192766503485,63.17863861461818,29.40858771744113
2025-04-24,iPhone 15 Pro,iPadOS 17.4,Idle,80.52744738620251,3:03,102.99032375205624,46.637081442305515,69.5340126887353,16.52817952915658
2025-04-24,HP Spectre x360,macOS 13.3.1,Gaming,64.34018428085623,8:03,96.16024944691073,44.20434179024483,58.8158562280894,57.058507535689046
2025-04-30,Surface Pro 9,macOS 13.3.1,Idle,63.5886918069489,7:28,92.07829467802625,40.642129380307566,58.96451507713201,48.45516157366111
2025-04-23,HP Spectre x360,Windows 11 23H2,Idle,90.02037504888291,2:53,95.42565712594063,42.5138023820827,78.30801017727923,35.6129238602546
2025-04-21,iPhone 15 Pro,Android 14,Video Editing,73.1014468517882,9:59,97.62062484440057,43.332109305898285,42.50408334687552,32.728956966343205
2025-05-13,Pixel 7,iPadOS 17.4,Streaming,36.75183187104507,3:50,92.75362207554397,53.48160211470237,39.1953052542593,30.984712239740382
2025-04-19,Galaxy S22,macOS 13.3.1,Video Editing,20.37015607825075,6:16,98.63044768353929,44.74918582886357,64.78223428397291,53.116752716999166
2025-05-10,Galaxy Tab S8,Windows 11 23H2,Video Editing,36.705099697894404,4:23,93.3552571691547,31.99488470471399,49.71418899866212,69.45922459207738
2025-05-13,Dell XPS 13,Windows 11 23H2,Gaming,105.78857450360411,3:58,89.01103717914374,36.51725091059763,73.10984575570077,61.06276174913865
2025-05-04,"MacBook Pro 14""",macOS 13.3.1,Idle,77.41034109928506,9:47,95.52569776867165,44.64944706498826,43.225316939195686,39.37041490391674
2025-04-26,Surface Pro 9,Windows 11 23H2,Video Editing,84.5774176170533,4:46,105.72426144553883,46.02622795452438,58.53466358924694,23.574668260752546
2025-04-22,iPad Air 5,iPadOS 17.4,Streaming,84.62043920077996,9:46,97.8152068855915,38.27282912397898,67.49362695799672,36.3671551947392
2025-05-18,iPad Air 5,iPadOS 17.4,Video Editing,69.02892523997504,8:53,90.187450241508,36.31524449891318,63.142387188622386,53.39095828801395
2025-04-07,Galaxy S22,Windows 11 23H2,Video Editing,34.45608149302048,2:44,87.46636815529922,38.39155846248804,54.837120784383565,65.89088288720049
2025-05-09,Pixel 7,Windows 11 23H2,Idle,63.85944663167753,6:01,99.10818603849867,44.12233052942775,56.87534267949411,65.63715976925002
2025-05-03,Dell XPS 13,Windows 11 23H2,Gaming,95.87525690130609,3:58,92.86572054251204,38.240020429603675,68.61139731947843,71.99374508962089
2025-05-07,Galaxy Tab S8,Android 13,Gaming,35.99386097033006,3:19,90.7233723249754,47.01245917510784,34.859848056909215,56.44187253924773
2025-05-06,Pixel 7,ios 17.4,Streaming,101.19561718887728,5:14,91.62808978183674,48.13917548749229,63.88857071169302,50.66608470769374
2025-05-14,iPhone 15 Pro,Android 13,Gaming,96.47172749912588,3:51,82.81520067556627,42.019958175633704,64.7567439973406,30.019782056278956
2025-04-25,Pixel 7,macOS 13.3.1,Streaming,57.411234350203124,2:38,101.00129211636677,48.72402397269542,65.34575187832445,84.57152818142706
2025-05-15,"MacBook Pro 14""",Windows 11 23H2,Idle,35.45792458198832,9:24,97.67485488384668,41.849850568357844,21.077194855279725,73.96697707690599
2025-05-04,Galaxy S22,macOS 13.3.1,Streaming,98.54225359464887,10:35,80.77991263646886,56.70023635331767,57.33222880284679,63.00561871667384
2025-05-02,Dell XPS 13,Windows 11 23H2,Coding,83.34467478604627,9:11,89.17432624803223,35.84067213684089,96.40577763913406,73.41040378713961
2025-04-26,iPhone 15 Pro,ios 17.4,Idle,19.703121532885653,6:36,84.78480545227448,49.97545769068698,45.74321541981645,50.14627342063122
2025-05-02,Dell XPS 13,ios 17.4,Gaming,97.34105163748305,7:06,98.07451682578532,53.209527327820055,64.45099962894518,79.54073292950714
2025-05-08,Galaxy Tab S8,ios 17.4,Idle,16.151531105474167,9:21,83.96787408556415,53.16771857004601,29.749043632652416,40.867428305683276
2025-05-18,Galaxy S22,Android 13,Video Editing,90.68984749338286,6:47,89.12554367336965,30.784887591028035,65.78098796787509,83.60784096228949
2025-04-03,"MacBook Pro 14""",Windows 11 23H2,Idle,29.24423575976837,8:02,100.0751017239651,52.485832778464314,27.08233833521747,66.45237622180795
2025-05-13,iPhone 15 Pro,Android 13,Video Editing,53.33648742596646,4:55,87.89481242951132,38.16062170612254,77.21886510399344,59.7091633449207
2025-04-21,Pixel 7,Android 13,Idle,78.35257519792395,2:08,86.12473832550916,43.71399458867773,79.48033459187984,63.616797180324404
2025-04-24,Pixel 7,ios 17.4,Video Editing,88.22558304556776,10:45,98.80025192864092,45.87258253513298,32.53348753463898,62.26342291716534
2025-04-30,Pixel 7,Android 13,Idle,78.40268325029042,2:08,82.24010619350813,44.13148701580015,80.32482138446551,64.63658227074276
2025-05-04,Galaxy S22,Android 13,Idle,52.82223688731553,10:45,100.41525158241562,47.924008051528006,37.31101844824235,60.177139480970325
2025-05-21,iPhone 15 Pro,Windows 11 23H2,Gaming,96.923640713595,10:38,91.27498723420057,37.293154423599496,42.27253505047923,71.919121180121
2025-04-24,iPad Air 5,macOS 13.3.1,Video Editing,83.80769672699357,2:52,94.35730816667497,42.64310589087874,55.334999865039016,56.39938493084003
2025-04-19,Galaxy S22,Windows 11 23H2,Gaming,76.32324350114365,7:59,95.03433601555403,46.303390944898375,50.21659347768041,41.72717539856481
2025-05-16,Dell XPS 13,iPadOS 17.4,Gaming,51.211765030324116,2:50,92.84926505059829,42.17672008212237,67.84520872978943,76.25297061389458
